recipe_urls,recipe_name,prep_time,cooking_time,total_time,recipe_servings,recipe_yield,r_ingrids,r_direction,r_nutrition_info
https://www.allrecipes.com/recipe/257532/eggplant-bacon/,"Eggplant ""Bacon""",15 mins,1 hr 15 mins,1 hr 30 mins,8,8 servings,"['¼ cup tamari or soy sauce', '2 tablespoons maple syrup', '1 tablespoon Worcestershire sauce', '2 teaspoons smoked paprika', '1 teaspoon Coarsely ground black pepper', '½ teaspoon liquid smoke flavoring (Optional)', '⅛ teaspoon garlic powder', '⅛ teaspoon cayenne pepper', '3 tablespoons olive oil', '2 eggplants, trimmed']","['1   Preheat oven to 250 degrees F (120 degrees C). Line 2 baking sheets with parchment pepper.', '2   Cut eggplants in quarters lengthwise. Slice very thinly, about 1/8 inch thick.', '3   Whisk tamari, maple syrup, Worcestershire sauce, paprika, black pepper, liquid smoke, garlic powder, and cayenne pepper together in a large mixing bowl. Slowly drizzle in olive oil while whisking continuously.', '4   Dip eggplant slices in brine solution and manually wipe off some of the excess. Place slices on prepared baking sheets. Reserve extra brine.', '5   Bake in preheated oven about 35 minutes. Remove from oven and brush lightly with reserved brine. Bake another 15 minutes and turn slices over. Continue to bake until slices are browned and crisp, 15 to 20 more minutes. Thinner slices will be done before thicker ones, so check them occasionally and remove slices that crisp up first.']",['Per Serving:  103 calories; protein 2.4g; carbohydrates 12.6g; fat 5.7g; sodium 523mg.']
https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/,Easy Broccoli Quiche,20 mins,30 mins,50 mins,6,6 servings,"['1 (9 inch) unbaked pie crust', '3 tablespoons butter, divided', '1 onion, minced', '1 teaspoon minced garlic', '2 cups chopped fresh broccoli', '1 ½ cups shredded mozzarella cheese', '4 eggs, well beaten', '1 ½ cups milk', '1 teaspoon salt', '½ teaspoon black pepper', '1 tablespoon butter, melted']","['1   Preheat oven to 350 degrees F (175 degrees C). Line a 9-inch deep-dish pie pan with crust.', '2   Melt 2 tablespoons butter in a large saucepan over medium-low heat. Add onion, garlic, and broccoli. Cook slowly, stirring occasionally, until vegetables are soft. Spoon vegetables into crust and sprinkle with cheese.', '3   Combine eggs and milk. Season with salt and pepper. Stir in remaining 1 tablespoon melted butter. Pour egg mixture over vegetables and cheese.', '4   Bake in preheated oven until center has set, 30 to 50 minutes.']",['Per Serving:  388 calories; protein 16.1g; carbohydrates 21.5g; fat 26.8g; cholesterol 167.3mg; sodium 898.2mg.']
https://www.allrecipes.com/recipe/213137/potato-crust-quiche/,Potato Crust Quiche,30 mins,1 hr,1 hr 40 mins,6,6 servings,"['3 potatoes, peeled and cut into chunks', '¼ cup butter, cut into pieces', '2 eggs', '1 (5 ounce) can evaporated milk', '1 (16 ounce) package frozen mixed vegetables, thawed', '½ cup shredded Cheddar cheese', '1 tablespoon dry bread crumbs', 'salt and black pepper to taste']","['1   Place the potatoes into a pot and cover with water. Bring to a boil, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. Place the butter into the pot, and mash the potatoes and butter with a masher until smooth.', '2   Preheat oven to 375 degrees F (190 degrees C). Grease a 9-inch pie plate or quiche dish. Beat the eggs with evaporated milk in a bowl until well combined.', '3   Spoon the mashed potatoes into the prepared pie plate, smoothing the potatoes around the bottom and up the the sides of the dish with a spoon to make an even crust about 1/2-inch thick. Place the vegetables into the bottom of the crust, and sprinkle with Cheddar cheese. Pour the egg mixture over the quiche, and sprinkle with bread crumbs, salt and pepper.', '4   Bake in the preheated oven until a knife inserted into the center of the quiche comes out clean, 40 to 50 minutes. Let the quiche stand for about 10 minutes before slicing into wedges for serving.']",['Per Serving:  296 calories; protein 10.9g; carbohydrates 32.2g; fat 14.8g; cholesterol 99mg; sodium 211.1mg.']
https://www.allrecipes.com/recipe/272656/egg-white-breakfast-bites/,Egg White Breakfast Bites,15 mins,20 mins,35 mins,12,12 breakfast bites,"['cooking spray', '1 (16 ounce) carton liquid egg whites', '½ cup low-fat cottage cheese', '¼ teaspoon garlic powder', '¼ teaspoon salt', '⅛ teaspoon ground black pepper', '1 cup packed fresh spinach, finely chopped', '⅓ cup roasted red peppers, drained and chopped', '1 tablespoon fresh basil, minced', '¼ cup crumbled feta cheese']","['1   Preheat the oven to 350 degrees F (175 degrees C). Spray a 12-cup muffin pan generously with cooking spray.', '2   Combine egg whites, cottage cheese, garlic powder, salt, and pepper in a blender; blend until smooth, about 15 seconds.', '3   Combine spinach, roasted red peppers, and basil in a bowl. Pour in egg mixture and stir to combine. Ladle the mixture evenly into the muffin cups, filling each about 3/4 full. Top each muffin with 1 teaspoon feta cheese.', '4   Bake in the preheated oven until egg white bites are set, 18 to 20 minutes.']",['Per Serving:  57 calories; protein 6.7g; carbohydrates 1.3g; fat 2.6g; cholesterol 5.8mg; sodium 236mg.']
https://www.allrecipes.com/recipe/239962/rosemary-sweet-potato-quiche/,Rosemary Sweet Potato Quiche,15 mins,1 hr 10 mins,1 hr 25 mins,12,2 9-inch pies,"['4 sweet potatoes, peeled', '½ cup water, or as needed', '1 tablespoon vegetable oil, or as needed', '2 onions, thinly sliced into rounds', '6 sprigs fresh rosemary', '¼ cup brown sugar', '3 tablespoons Dijon mustard', '2 9-inch pie crusts', '6 ounces crumbled goat cheese', '8 ounces shredded Monterey Jack cheese', '4 eggs', '¾ cup milk', '1 pinch Italian seasoning, or more to taste']","['1   Preheat oven to 350 degrees F (175 degrees C).', '2   Poke holes into each sweet potato using a fork and place in a microwave-safe dish. Add enough water to fill dish about 1/2-inch deep. Cook sweet potatoes in the microwave until tender, about 12 minutes. Transfer sweet potatoes to a work surface until cool enough to handle.', '3   Heat oil in a skillet over medium heat; cook and stir onion and rosemary until onions are softened, 12 to 15 minutes. Remove and discard rosemary sprigs. Stir brown sugar into onions; cook and stir until onions are browned and caramelized, 3 to 4 minutes. Stir mustard into caramelized onions and remove skillet from heat.', '4   Slice sweet potatoes into 1/4- to 1/2-inch rounds.', '5   Press each pie crust into a 9-inch pie dish. Line both crusts with caramelized onions and top with 1/2 of the sweet potatoes. Sprinkle 1/2 of the goat cheese and 1/2 of the Monterey Jack cheese over sweet potato layer. Spread the remaining 1/2 of the sweet potatoes over the cheese layer and top with remaining goat cheese and Monterey Jack cheese.', '6   Beat eggs, milk, and Italian seasoning together in a bowl and pour over each filled pie crust until evenly filling out all the spaces around the sweet potatoes and cheeses.', '7   Bake in the preheated oven until quiches are set in the middle, about 40 minutes.']",['Per Serving:  404 calories; protein 13.5g; carbohydrates 35.8g; fat 23.1g; cholesterol 91.2mg; sodium 497.1mg.']
https://www.allrecipes.com/recipe/45394/light-and-fluffy-spinach-quiche/,Light and Fluffy Spinach Quiche,20 mins,1 hr,1 hr 20 mins,6,1 - 9 inch quiche,"['½ cup light mayonnaise', '½ cup milk', '4 eggs, lightly beaten', '8 ounces shredded reduced-fat Cheddar cheese', '1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry', '¼ cup chopped onion', '1 (9 inch) unbaked pie shell']","['1   Preheat oven to 400 degrees F (200 degrees C). Line a cookie sheet with foil.', '2   In a large bowl, whisk together mayonnaise and milk until smooth. Whisk in eggs. Layer spinach, cheese, and onion in pie shell, making several layers of each. Pour in egg mixture. Place quiche on prepared cookie sheet. Cover quiche with foil.', '3   Bake in preheated oven for 45 minutes. Remove cover, and bake 10 to 15 minutes, or until top is golden brown and filling is set.']",['Per Serving:  356 calories; protein 17.9g; carbohydrates 19.9g; fat 23.2g; cholesterol 140.6mg; sodium 612.1mg.']
https://www.allrecipes.com/recipe/21329/broccoli-quiche-with-mashed-potato-crust/,Broccoli Quiche with Mashed Potato Crust,20 mins,1 hr 15 mins,1 hr 35 mins,5,4 to 6 servings,"['2 large potatoes, peeled', '2 cups chopped fresh broccoli', '¼ cup milk', '¼ teaspoon salt', '1 tablespoon olive oil', '½ onion, chopped', '1 cup shredded Cheddar cheese', '3 eggs', '1 cup milk', '½ teaspoon salt', '½ teaspoon ground black pepper', '¼ teaspoon ground nutmeg']","['1   Preheat oven to 350 degrees F (175 degrees C).', '2   Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes; drain. Meanwhile, place broccoli in a steamer over 1 inch of boiling water, and cover. Cook until tender but still firm, about 2 to 6 minutes. Drain and set aside.', '3   Mash the potatoes with milk and salt. Brush a deep 9 inch pie dish with olive oil and press the potatoes in. Brush with remaining olive oil. Bake in preheated oven for 30 minutes or until lightly browned.', '4   Arrange onions, broccoli and cheese in the potato crust. Whisk together the eggs, milk, salt, pepper and nutmeg. Pour over broccoli and cheese.', '5   Bake in preheated oven for 30 to 40 minutes, until slightly puffed and cooked throughout. Allow to cool for 10 minutes before serving.']",['Per Serving:  320 calories; protein 14.8g; carbohydrates 33.5g; fat 14.7g; cholesterol 140.2mg; sodium 574.9mg.']
https://www.allrecipes.com/recipe/20682/muffin-morning-makers/,Muffin Morning Makers,10 mins,10 mins,20 mins,6,6 sandwiches,"['1 (12 ounce) package English muffins', '6 eggs', '¼ cup chopped green onion', '1 cup shredded Cheddar cheese', '2 ½ tablespoons vegetable oil', '6 ounces ground breakfast sausage']","['1   Split the muffins open with a fork and toast them in a toaster oven.', '2   In a large bowl scramble the eggs, green onions and cheddar cheese together. Heat vegetable oil in a skillet, pour the egg mixture into the skillet and let it fry in one layer as you would an omelet. When the egg is cooked on the underside, flip the egg over and cook the wet side; remove from heat when cooked through.', '3   At the same time that the eggs are frying, form the sausage into small patties. Place the sausage in another skillet. Fry until browned, remove from pan and drain on paper towels.', '4   Make the muffin sandwiches by layering a piece of sausage and a piece of the fried egg between the two muffin pieces. If you intend to freeze the sandwiches, let each part of the sandwich cool before make the sandwiches, then wrap them in plastic wrap and freeze. Reheat in the microwave.']",['Per Serving:  379 calories; protein 20.2g; carbohydrates 26.9g; fat 21.1g; cholesterol 221mg; sodium 512.4mg.']
https://www.allrecipes.com/recipe/221198/transformed-spinach-mushroom-quiche/,Transformed Spinach Mushroom Quiche,15 mins,45 mins,1 hr 30 mins,6,1 9-inch quiche,"['1 prepared 9-inch single pie crust', '4 eggs', '¾ cup milk', '1 tablespoon chopped fresh parsley', '1 teaspoon minced garlic', '½ teaspoon salt', '½ teaspoon ground black pepper', '⅛ teaspoon ground nutmeg', '½ (10 ounce) bag fresh spinach', '1 (8 ounce) package sliced fresh mushrooms', '½ yellow onion, sliced', '½ (4 ounce) container crumbled feta cheese', '½ (8 ounce) package shredded Swiss cheese, divided']","['1   Preheat oven to 400 degrees F (200 degrees C).', '2   Fit pie crust into a 9-inch pie dish.', '3   Whisk eggs, milk, parsley, garlic, salt, black pepper, and nutmeg in a bowl.', '4   Gently combine spinach, mushrooms, onion, and feta cheese in a separate bowl. Spread spinach-mushroom mixture in the prepared pie dish; top with half the Swiss cheese.', '5   Pour egg mixture evenly over the filling, swirling egg mixture in bowl to spread seasonings through the eggs; top the quiche with remaining Swiss cheese. Place quiche on a baking sheet.', '6   Bake in preheated oven until the quiche is lightly puffed and browned, 45 to 50 minutes. A toothpick inserted into the center of the filling should come out clean. Cool for 30 minutes before serving.']",['Per Serving:  334 calories; protein 15.6g; carbohydrates 21g; fat 21.4g; cholesterol 152.2mg; sodium 572.1mg.']
https://www.allrecipes.com/recipe/20462/home-fried-potatoes/,Home-Fried Potatoes,20 mins,25 mins,45 mins,4,4 servings,"['4 red potatoes', '1 tablespoon olive oil', '1 onion, chopped', '1 green bell pepper, seeded and chopped', '2 tablespoons olive oil', '1 teaspoon salt', '¾ teaspoon paprika', '¼ teaspoon ground black pepper', '¼ cup chopped fresh parsley']","['1   Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool cut into 1/2 inch cubes.', '2   In a large skillet, heat 1 tablespoon olive oil over medium high heat. Add onion and green pepper. Cook, stirring often, until soft; about 5 minutes. Transfer to a plate and set aside.', '3   Pour remaining 2 tablespoons of oil into the skillet and turn heat to medium-high. Add potato cubes, salt, paprika and black pepper. Cook, stirring occasionally, until potatoes are browned; about 10 minutes. Stir in the onions, green peppers and parsley and cook for another minute. Serve hot.']",['Per Serving:  262 calories; protein 4.7g; carbohydrates 38.3g; fat 10.6g; sodium 601.6mg.']
https://www.allrecipes.com/recipe/275439/spinach-ricotta-quiche/,Spinach-Ricotta Quiche,15 mins,55 mins,1 hr 20 mins,8,1 9 1/2-inch quiche,"['1 tablespoon butter', '⅓ cup finely chopped red onion', '1 (8 ounce) package fresh spinach', '½ (14 ounce) package pastry for 9-inch double-crust pie', '4 large eggs', '¾ cup whole-milk ricotta cheese', '¾ cup heavy cream', '⅓ cup grated Parmigiano-Reggiano cheese', '1 tablespoon chopped fresh basil', '½ teaspoon salt', '¼ teaspoon ground black pepper']","['1   Melt butter in a skillet over medium heat; add onion and cook for 1 minute. Add spinach and cook, stirring occasionally, until starting to wilt, about 1 minute. Cover skillet and cook for 1 minute more, allowing condensation to build inside the skillet. Remove from heat, uncover, and stir.', '2   Preheat the oven to 375 degrees F (190 degrees C). Press pie pastry into a 9 1/2-inch deep-dish pie pan. Prick bottom and sides with a fork.', '3   Bake crust in the preheated oven for 10 minutes. Remove from oven and set aside.', '4   Combine eggs, ricotta cheese, cream, Parmigiano Reggiano cheese, basil, salt, and pepper in a blender or food processor. Blend until smooth.', '5   Spread spinach and onion mixture evenly over the crust. Pour egg mixture on top.', '6   Bake in the preheated oven until center of quiche is set and the top is lightly browned, about 40 minutes. Allow to stand for 10 minutes before serving.']",['Per Serving:  306 calories; protein 9.8g; carbohydrates 13.9g; fat 23.9g; cholesterol 142.1mg; sodium 411.7mg.']
https://www.allrecipes.com/recipe/14057/yummy-veggie-omelet/,Yummy Veggie Omelet,,,,2,2 servings,"['2 tablespoons butter', '1 small onion, chopped', '1 green bell pepper, chopped', '4 eggs', '2 tablespoons milk', '¾ teaspoon salt', '⅛ teaspoon freshly ground black pepper', '2 ounces shredded Swiss cheese']","['1   Melt one tablespoon butter in a medium skillet over medium heat. Place onion and bell pepper inside of the skillet. Cook for 4 to 5 minutes stirring occasionally until vegetables are just tender.', '2   While the vegetables are cooking beat the eggs with the milk, 1/2 teaspoon salt and pepper.', '3   Shred the cheese into a small bowl and set it aside.', '4   Remove the vegetables from heat, transfer them to another bowl and sprinkle the remaining 1/4 teaspoon salt over them.', '5   Melt the remaining 1 tablespoon butter (in the skillet just used to cook the vegetables) over medium heat. Coat the skillet with the butter. When the butter is bubbly add the egg mixture and cook the egg for 2 minutes or until the eggs begin to set on the bottom of the pan. Gently lift the edges of the omelet with a spatula to let the uncooked part of the eggs flow toward the edges and cook. Continue cooking for 2 to 3 minutes or until the center of the omelet starts to look dry.', '6   Sprinkle the cheese over the omelet and spoon the vegetable mixture into the center of the omelet. Using a spatula gently fold one edge of the omelet over the vegetables. Let the omelet cook for another two minutes or until the cheese melts to your desired consistency. Slide the omelet out of the skillet and onto a plate. Cut in half and serve.']",['Per Serving:  386 calories; protein 21.7g; carbohydrates 9.1g; fat 29.8g; cholesterol 429.8mg; sodium 1157.8mg.']
https://www.allrecipes.com/recipe/278703/sous-vide-egg-bites/,Sous Vide Egg Bites,15 mins,55 mins,1 hr 10 mins,6,6 servings,"['6 large eggs', '½ cup cottage cheese', '2 tablespoons heavy cream', '½ teaspoon salt', '6 (4-ounce) mason jars', '1 serving cooking spray']","[""1   Fill a large pot with water and place a sous vide immersion cooker into the water. Set temperature to 170 degrees F (77 degrees C) according to manufacturer's directions."", '2   Combine eggs, cottage cheese, heavy cream, and salt in a blender; mix until thoroughly blended, 15 to 20 seconds.', '3   Spray mason jars with cooking spray. Divide egg mixture between each jar. Screw on the lids until just barely tightened. Do not over-tighten as the jars can burst in the hot water.', '4   Submerge mason jars into the water bath and set timer for 55 minutes. When timer is up, remove jars to a cooling rack. If serving immediately, run a knife along the outer edge and invert onto a plate; you can also eat directly from the jar. Let any remaining jars cool, then refrigerate for up to 1 week.']",['Per Serving:  108 calories; protein 8.7g; carbohydrates 1g; fat 7.7g; cholesterol 195.6mg; sodium 341.6mg.']
https://www.allrecipes.com/recipe/235816/snow-ice-cream/,Snow Ice Cream,10 mins,,10 mins,8,8 servings,"['1 gallon clean fresh snow', '1 (14 ounce) can sweetened condensed milk']",['1   Mix snow and sweetened condensed milk together in a bowl until very well mixed.    Advertisement'],['Per Serving:  157 calories; protein 3.9g; carbohydrates 26.7g; fat 4.3g; cholesterol 16.7mg; sodium 77mg.']
https://www.allrecipes.com/recipe/230857/easy-tuna-patties/,Easy Tuna Patties,15 mins,10 mins,25 mins,4,4 servings,"['2 eggs', '2 teaspoons lemon juice', '3 tablespoons grated Parmesan cheese', '10 tablespoons Italian-seasoned bread crumbs', '3 (5 ounce) cans tuna, drained', '3 tablespoons diced onion', '1 pinch ground black pepper', '3 tablespoons vegetable oil']","['1   Beat eggs and lemon juice in a bowl; stir in Parmesan cheese and bread crumbs to make a paste. Fold in tuna and onion until well-mixed. Season with black pepper. Shape tuna mixture into eight 1-inch-thick patties.', '2   Heat vegetable oil in a skillet over medium heat; fry patties until golden brown, about 5 minutes per side.']",['Per Serving:  325 calories; protein 31.3g; carbohydrates 13.9g; fat 15.5g; cholesterol 124.6mg; sodium 408.7mg.']
https://www.allrecipes.com/recipe/229310/best-baked-french-fries/,Best Baked French Fries,10 mins,40 mins,1 hr 10 mins,4,4 servings,"['cooking spray', '6 Yukon Gold potatoes, cut into thick fries', '1 tablespoon white sugar', '¼ cup extra-virgin olive oil', '1 teaspoon garlic powder, or more to taste', '1 teaspoon salt, or more to taste', '1 teaspoon ground black pepper, or more to taste']","['1   Preheat oven to 425 degrees F (220 degrees C). Line a baking sheet with aluminum foil; spray with cooking spray.', '2   Place sliced potatoes in a colander; sprinkle sugar over potatoes. Set aside until liquid is released from potatoes, 20 to 30 minutes. Drain liquid and dry potatoes well.', '3   Mix potato slices, olive oil, garlic powder, salt, and black pepper in a resealable bag until evenly coated. Spread coated potato slices in a single layer, leaving space around each potato, on the prepared baking sheet.', '4   Bake in the preheated oven for 20 minutes; flip fries and continue baking until crisp and browned, about 20 more minutes.']",['Per Serving:  388 calories; protein 6.6g; carbohydrates 59.8g; fat 14.4g; sodium 601mg.']
https://www.allrecipes.com/recipe/8847/baked-honey-mustard-chicken/,Baked Honey Mustard Chicken,15 mins,45 mins,1 hr,6,6 servings,"['6 skinless, boneless chicken breast halves', 'salt and pepper to taste', '½ cup honey', '½ cup prepared mustard', '1 teaspoon dried basil', '1 teaspoon paprika', '½ teaspoon dried parsley']","['1   Preheat oven to 350 degrees F (175 degrees C).', '2   Sprinkle chicken breasts with salt and pepper to taste, and place in a lightly greased 9x13 inch baking dish. In a small bowl, combine the honey, mustard, basil, paprika, and parsley. Mix well. Pour 1/2 of this mixture over the chicken, and brush to cover.', '3   Bake in the preheated oven for 30 minutes. Turn chicken pieces over and brush with the remaining 1/2 of the honey mustard mixture. Bake for an additional 10 to 15 minutes, or until chicken is no longer pink and juices run clear. Let cool 10 minutes before serving.']",['Per Serving:  232 calories; protein 25.6g; carbohydrates 24.8g; fat 3.7g; cholesterol 67.1mg; sodium 296.4mg.']
https://www.allrecipes.com/recipe/232375/natashas-chicken-burgers/,Natasha's Chicken Burgers,10 mins,10 mins,20 mins,4,4 servings,"['1 pound extra-lean ground chicken', '½ cup Italian-seasoned bread crumbs, divided', '½ small onion, finely grated', '1 egg', '2 cloves garlic, minced', 'salt and ground black pepper to taste', '2 teaspoons olive oil']","['1   Mix ground chicken, 1/4 cup bread crumbs, onion, egg, garlic, salt, and black pepper in a bowl. Moisten hands and shape chicken mixture, 2 tablespoons at a time, into flat, oval-shaped patties.', '2   Spread remaining 1/4 cup bread crumbs into a shallow dish. Roll patties in bread crumbs to coat.', '3   Heat olive oil in a large skillet over medium-high heat.', '4   Cook patties in hot oil until deep brown in color on the bottom, 5 to 6 minutes. Turn patties and cook until other side is browned, 3 to 4 minutes more.']",['Per Serving:  238 calories; protein 28.8g; carbohydrates 11.5g; fat 7.8g; cholesterol 110.1mg; sodium 174.9mg.']
https://www.allrecipes.com/recipe/269764/chocolate-banana-muffins/,Chocolate Banana Muffins,20 mins,20 mins,40 mins,12,12 muffins,"['1 ½ cups all-purpose flour', '¼ cup unsweetened cocoa powder', '1 ½ teaspoons baking powder', '½ teaspoon baking soda', '½ teaspoon salt', '½ cup white sugar', '½ cup canola oil', '1 egg', '¼ cup milk', '1 teaspoon vanilla extract', '2 large very ripe bananas, mashed', '¾ mini semisweet chocolate chips']","['1   Preheat the oven to 350 degrees F (175 degrees C). Line a muffin tin with paper liners.', '2   Combine flour, cocoa, baking powder, baking soda, and salt together in a large bowl.', '3   Whisk sugar, oil, egg, milk, and vanilla extract together in a separate bowl. Stir into flour mixture until just moistened. Fold in bananas and chocolate chips.', '4   Divide batter among the muffin cups, filling each about 3/4 full.', '5   Bake in the preheated oven until a toothpick inserted into the center comes out clean, 20 to 25 minutes.']",['Per Serving:  205 calories; protein 2.8g; carbohydrates 26.9g; fat 10.3g; cholesterol 14mg; sodium 218.5mg.']
https://www.allrecipes.com/recipe/6761/tasty-buns/,Tasty Buns,20 mins,15 mins,1 hr 20 mins,12,12 buns,"['5 cups all-purpose flour', '2 (.25 ounce) packages dry yeast', '1 cup milk', '¾ cup water', '½ cup vegetable oil', '¼ cup white sugar', '1 teaspoon salt']","['1   Stir together 2 cups flour and the yeast. In a separate bowl, heat milk, water, oil, sugar and salt to lukewarm in microwave. Add all at once to the flour mixture, and beat until smooth, about 3 minutes.', '2   Mix in enough flour to make a soft dough, 2 to 3 cups. Mix well. Dust a flat surface with flour, turn dough out onto floured surface, and let rest under bowl for about 10 minutes.', '3   Shape dough into 12 slightly flat balls, and place on greased baking sheet to rise until doubled in size.', '4   Bake in a preheated 400 degrees F (200 degrees C) oven for 12 to 15 minutes.']",['Per Serving:  300 calories; protein 6.5g; carbohydrates 45.3g; fat 10.1g; cholesterol 1.6mg; sodium 204.2mg.']
https://www.allrecipes.com/recipe/240641/salt-dough/,Salt Dough,10 mins,2 hrs,3 hrs 10 mins,4,4 cups,"['2 cups all-purpose flour', '1 cup salt', '1 cup cold water']","['1   Mix flour and salt together in a bowl. Slowly mix water, a few tablespoons at a time, into flour mixture until dough is smooth and easy to handle. Knead dough for 10 minutes and let rest for 20 minutes.', '2   Preheat oven to 250 degrees F (120 degrees C).', '3   Form dough into desired shapes and arrange on a baking sheet.', '4   Bake in the preheated oven until dry and hard, about 2 hours. Allow to cool completely.']",['Per Serving:  228 calories; protein 6.5g; carbohydrates 47.7g; fat 0.6g; cholesterol 0mg; sodium 23354.7mg.']
https://www.allrecipes.com/recipe/20849/baked-french-fries-i/,Baked French Fries I,5 mins,45 mins,50 mins,1,1 serving,"['1 large baking potato', '1 tablespoon olive oil', '½ teaspoon paprika', '½ teaspoon garlic powder', '½ teaspoon chili powder', '½ teaspoon onion powder']","['1   Preheat the oven to 450 degrees F (230 degrees C).', '2   Cut potato into thick wedges. Mix olive oil, paprika, garlic powder, chili powder and onion powder together. Coat potatoes with oil-spice mixture and place on a baking sheet.', '3   Bake in the preheated oven, turning once or twice, until golden brown and crispy, about 45 minutes.']",['Per Serving:  357 calories; protein 5.4g; carbohydrates 54.7g; fat 14.1g; sodium 26.9mg.']
https://www.allrecipes.com/recipe/230519/healthy-banana-chocolate-chip-oat-muffins/,Healthy Banana Chocolate Chip Oat Muffins,15 mins,15 mins,45 mins,12,1 dozen muffins,"['1 ½ cups whole wheat flour', '1 cup rolled oats', '½ cup white sugar', '2 teaspoons baking powder', '1 teaspoon baking soda', '½ cup semi-sweet chocolate chips', '2 large eggs', '½ cup unsweetened applesauce', '¼ cup skim milk', '1 cup mashed banana']","['1   Preheat oven to 400 degrees F (200 degrees C). Grease 12 muffin cups or line with paper liners.', '2   Stir whole wheat flour, rolled oats, sugar, baking powder, baking soda, and chocolate chips together in a bowl. Make a well in the center. Whisk eggs in a separate bowl until frothy; mix applesauce, skim milk, and banana into eggs. Pour moist ingredients into well made in dry ingredients; stir just to moisten. Batter will be lumpy. Fill prepared muffin cups about 3/4 full.', '3   Bake in the preheated oven until a toothpick inserted into the center of several muffins comes out clean, 16 to 18 minutes. Cool in pan for 5 minutes before removing to finish cooling on wire racks.']",['Per Serving:  177 calories; protein 4.7g; carbohydrates 34.2g; fat 3.7g; cholesterol 31.1mg; sodium 202.3mg.']
https://www.allrecipes.com/recipe/16073/potato-latkes-i/,Potato Latkes I,,,,6,10 to 12 latkes,"['2 cups peeled and shredded potatoes', '1 tablespoon grated onion', '3 eggs, beaten', '2 tablespoons all-purpose flour', '1 ½ teaspoons salt', '½ cup peanut oil for frying']","['1   Place the potatoes in a cheesecloth and wring, extracting as much moisture as possible.', '2   In a medium bowl stir the potatoes, onion, eggs, flour and salt together.', '3   In a large heavy-bottomed skillet over medium-high heat, heat the oil until hot. Place large spoonfuls of the potato mixture into the hot oil, pressing down on them to form 1/4 to 1/2 inch thick patties. Brown on one side, turn and brown on the other. Let drain on paper towels. Serve hot!']",['Per Serving:  102 calories; protein 4.5g; carbohydrates 11.3g; fat 4.4g; cholesterol 93mg; sodium 619.6mg.']
https://www.allrecipes.com/recipe/223204/strawberry-pie-filling/,Strawberry Pie Filling,10 mins,10 mins,20 mins,8,8 servings,"['1 cup mashed strawberries', '¾ cup water, or more if needed', '¾ cup white sugar', '3 tablespoons cornstarch', '1 tablespoon lemon juice', '¼ teaspoon salt', '4 cups sliced strawberries']","['1   Combine mashed strawberries and 3/4 cup water in a saucepan; bring to a boil and simmer for about 3 minutes. Strain juice from cooked strawberries and add enough water to make 1 cup juice. Discard pulp.', '2   Combine sugar, cornstarch, lemon juice, and salt in a saucepan; stir strawberry juice into sugar mixture. Bring to a boil, stirring constantly, until clear and thick, 3 to 5 minutes. Remove from heat and cool slightly. Stir sliced strawberries into strawberry sauce.']",['Per Serving:  119 calories; protein 0.7g; carbohydrates 29.8g; fat 0.3g; sodium 74.7mg.']
https://www.allrecipes.com/recipe/8116/oat-bran-muffins/,Oat Bran Muffins,,,,12,1 dozen,"['½ cup dark brown sugar', '1 ½ cups oat bran', '1 ½ cups all-purpose flour', '2 teaspoons baking powder', '2 teaspoons baking soda', '½ teaspoon salt', '2 eggs', '1 cup chilled applesauce', '4 tablespoons vegetable oil']","['1   Preheat oven to 400 degrees F (205 degrees C). Line or grease 12 muffin cups.', '2   Blend together brown sugar, oat bran, flour, baking powder, soda, and salt. Add eggs, chilled applesauce, and vegetable oil. Mix until well-blended. Spoon batter into muffin cups. Let stand 10 minutes.', '3   Bake at 400 degrees F (205 degrees C) for 15 minutes or until golden brown.', '4   VARIATIONS: Add 1 cup plumped raisins, with a little bit of raisin water (approximately 2 tablespoons). Or, before baking, sprinkle mixture of sugar and cinnamon over the tops of the muffins. Or, add 1 teaspoon cinnamon or nutmeg to flour mixture.']",['Per Serving:  182 calories; protein 4.7g; carbohydrates 31.3g; fat 6.4g; cholesterol 31mg; sodium 403.3mg.']
https://www.allrecipes.com/recipe/20490/banana-fritters/,Banana Fritters,10 mins,5 mins,15 mins,6,2 dozen,"['½ cup milk', '2 bananas, mashed', '2 cups all-purpose flour', '½ teaspoon salt', '3 teaspoons baking powder', '2 eggs, beaten', '1 tablespoon margarine, melted', '1 quart vegetable oil for frying', ""½ cup confectioners' sugar""]","['1   In a mixing bowl, combine the milk and bananas. Sift in the flour, salt, and baking powder. Thoroughly mix in the eggs and margarine.', '2   Heat the oil in a large skillet to 365 degrees F (180 degrees C).', ""3   Carefully place spoonfuls of the mixture into the hot oil and fry until brown. Flip the fritter and continue to brown. Remove fritters from the oil and drain on paper towels. Dust the fritters with confectioners' sugar and serve while warm.""]",['Per Serving:  408 calories; protein 7.5g; carbohydrates 52.8g; fat 19g; cholesterol 63.6mg; sodium 427.3mg.']
